,0
198,61296.280446412005
199,62772.45439840264
200,61798.66025172155
201,61187.508888641896
202,60280.64715168656
203,59769.124741787295
204,59289.826533331056
205,60415.84909784893
206,60357.92125032047
207,60223.91149268697
208,61139.69077749363
209,59901.91567868526
210,59168.38935040441
211,58130.874268968866
212,58676.35943610759
213,58205.663563755676
214,57347.37615544657
215,57458.209884918346
216,53843.878501044346
217,49428.60508660586
218,53785.79414068428
219,52395.9835608701
220,52293.90621758834
221,51878.61866539431
222,53661.0880664759
223,52182.72938595723
224,52368.251866849234
225,51377.28847877224
226,51177.10731720089
227,51568.98581102777
228,51999.56817144311
229,54400.23001995502
230,53535.59366204087
231,52350.572328614624
232,52475.9445588691
233,51094.95631994636
234,53964.87080407672
235,54416.828603835536
236,54851.65745294003
237,58025.061965066765
238,58013.85642730094
239,57033.15744744963
240,56144.53799221137
241,58048.75876517401
242,57596.72886134118
243,58775.69433636247
244,58108.0133559968
245,66280.06990155744
246,66348.9380134923
247,65768.52581494101
248,68146.59068301081
249,69918.08315300991
250,66721.28877027566
251,66733.84424531828
252,67610.70770611386
253,67384.81796585058
254,64949.65551419256
255,65210.96977869403
256,64566.702809979215
257,67189.01322528598
258,68476.84583714305
259,71054.15644383711
260,70225.25743893445
261,74053.98211494117
262,72570.33507817418
263,74219.34335435343
264,75977.05781948887
265,76389.77834872527
266,75804.98190137424
267,81217.10376027219
268,83795.86554044603
269,87780.2608120872
270,88401.92576798299
271,90562.82099647558
272,88531.0236908257
273,92838.61491501977
274,103288.127465317
275,104034.00719535808
276,110156.74527302422
277,102931.66513840642
278,101229.89133861355
279,103360.09836093581
280,109321.55777037433
281,101046.50539023317
282,100749.80264078989
283,104169.93772492922
284,103154.22694692633
285,107518.55815390337
286,104185.93065083286
287,97539.87541261133
288,89029.4672730344
289,88960.90148685679
290,88845.28305958021
291,86097.34346894795
292,85751.38068997258
293,90178.07100286457
294,87032.76221518242
295,87160.97219623336
296,89140.33043179371
297,94357.15686010921
298,92153.16623570415
299,78215.08551588013
300,78531.91966052401
301,78267.58492065703
302,75862.61273879968
303,44358.77544870744
304,52468.44456648588
305,48536.765807610456
306,49375.91654807465
307,43682.155975132875
308,45397.58174988459
309,45587.40499158243
310,54582.49915598607
311,53081.626461793334
312,53025.88961447971
313,49303.547306602544
314,53795.74158392264
315,55544.46416830517
316,54454.47182667803
317,55494.189257023114
318,53438.42771433388
319,52243.88954529621
320,50039.364311939746
321,53097.313108736016
322,53478.777452839764
323,54336.7881482525
324,56812.80890870432
325,56488.94670459795
326,58012.993778954115
327,57346.93113934767
328,67034.96516409665
329,65405.04551699964
330,67975.88271563352
331,67252.96298092953
332,62418.350873576586
333,62287.65235250037
334,63428.00503692784
335,61580.30279579384
336,62183.930628438655
337,60392.70532329691
338,67606.32332334628
339,67477.113024192
340,72948.45451582437
341,70988.67814392
342,67390.5274223879
343,67534.16132569962
344,71357.05069905754
345,72413.18318656365
346,74015.10671603042
347,76389.71058613133
348,77128.09868790832
349,77186.07755486266
350,77182.83941037026
351,84706.00568108843
352,80888.95397417068
353,83281.18467700412
354,84121.04698346647
355,82480.22106115817
356,81504.56119655262
357,80802.10760964878
358,80116.58668636566
359,84079.80919921008
360,83961.4409141283
361,83123.30335044234
362,74248.8935873694
363,73162.84668354892
364,74666.0815602175
365,78620.37661782649
366,80235.59266642122
367,77327.72505962424
368,79346.98751644908
369,81902.63881311665
370,84588.52584088095
371,84130.84107257317
372,82740.75876888081
373,78654.06032334946
374,81324.02174184237
375,82402.85428465753
376,79795.51391037872
377,80949.28114399976
378,79598.66754987306
379,82186.52884325161
380,86570.36024224377
381,86496.16808729575
382,94516.08555689242
383,90251.40737321075
384,96547.34185857206
385,92378.63094929006
386,94839.21350097292
387,95033.91221176158
388,93773.38392910663
389,93479.16450483237
390,94836.77525633022
391,95251.60933671166
392,94606.246897055
393,95731.64856827806
394,89258.91347686092
395,91768.21609783013
396,92124.30766773045
397,90354.64419112542
398,88921.48286165933
399,90607.39683917377
400,90098.41533001132
401,89568.15977769735
402,87633.13443749203
403,88463.26792696629
404,88340.325726144
405,93405.12720344568
406,93960.61415262657
407,90606.88907239329
408,89510.37217135925
409,88216.5678856498
410,85821.50329384145
411,86741.54901091903
412,87786.21808565265
413,86768.55922161131
414,88496.49444955526
415,87846.81539218461
416,86449.21932087016
417,87802.8462552573
418,87260.83109689488
419,92413.46119857047
420,91314.12577368005
421,94334.71773979616
422,92519.19002201821
423,92166.06038796325
424,91622.69603870931
425,92593.82844912898
426,91676.80364827717
427,91820.51486826046
428,90987.96215405682
429,89500.50967370239
430,88892.93548571116
431,90130.15090537416
432,91210.23242352826
433,90370.28685197272
434,93636.79753776007
435,99656.05372162913
436,104191.19316259222
437,105748.40323320431
438,114697.2137143018
439,116843.49331589941
440,121874.70100980747
441,119440.18653719367
442,120189.12451618817
443,125692.70232236967
444,129860.35852318969
445,144233.56440332826
446,138591.85516608387
447,144223.2478184293
448,145328.01593381516
449,150058.17225871005
450,147816.72753492068
451,142404.01893909022
452,147873.49570810568
453,146803.0711763885
454,148636.22593166746
455,142262.83033702648
456,146173.23065987334
457,159458.64903390862
458,162715.02911849326
459,161634.2728814076
460,161807.16902198395
461,160567.94120946302
462,158090.45718759857
463,151905.24751406544
464,155778.61076415482
465,145537.65913225827
466,148294.59720396058
467,146715.5283089081
468,152723.46139698
469,143402.52518745096
470,144380.66793037404
471,142850.7701309379
472,148155.42984177795
473,149322.88235319476
474,159481.36469008887
475,161790.37406073697
476,176605.75341289837
477,163172.5616966289
478,143148.88315814498
479,144183.58315515748
480,125537.3786184091
481,131978.44786000653
482,131858.2361068914
483,126269.42225568973
484,130820.82339930032
485,136959.93797940583
486,139305.0069550887
487,143778.71229367758
488,136109.7547479849
489,140486.12481345498
490,136049.8753110551
491,136275.2880923937
492,144263.4509238971
493,142394.7267159424
494,142346.7329226222
495,137194.89663831182
496,126571.17410906176
497,127507.06931988608
498,119440.1362845551
499,130340.51759554626
500,131619.2960168929
501,132769.6539216399
502,133471.73589859187
503,132617.6264808515
504,133651.48006578436
505,133190.0948724502
506,130337.62046520361
507,127691.03549210801
508,127998.79083108506
509,130187.40805767344
510,130762.96905173188
511,125135.72553409534
512,126093.8002580445
513,128626.75006594982
514,133669.4867343582
515,135522.20581310775
516,137017.79313996577
517,141460.08592702838
518,139091.39469054143
519,139662.90139886874
520,138419.80913407865
521,134650.2999256014
522,135622.98316303527
523,138940.6961255188
524,139741.26065344273
525,135991.2259576244
526,144381.27509942494
527,151897.8499629369
528,150354.1755862155
529,151164.98712573308
530,148969.20993406532
531,144786.6911079292
532,148597.31764370084
533,142931.12069269558
534,142399.95184334676
535,140132.51500437953
536,142653.29109414824
537,145963.5437355632
538,141306.14875550853
539,143037.05045296054
540,148196.06905907343
541,153269.36959128547
542,166996.5989203992
543,160160.00823535275
544,166747.16505024183
545,163432.37582290836
546,165505.08244562257
547,170253.26372125995
548,169806.85147972708
549,173793.53364233437
550,168961.1221459522
551,164582.48272365716
552,169374.13667994153
553,177148.61079186067
554,176965.20622818446
555,174380.12100660702
556,187957.04258433654
557,201648.370592769
558,204375.78936112561
559,221518.35545947897
560,220565.93681159677
561,208571.2039022656
562,189725.2508906017
563,189463.7786787974
564,196953.49772722492
565,210106.12607667438
566,224537.71493600713
567,214642.68269084184
568,218344.16537385937
569,224298.9353304629
570,207466.7830931379
571,215640.70807438818
572,217576.32614522552
573,214063.64396467243
574,201128.9502530584
575,207548.19720619018
576,202821.80279161962
577,197569.4872087591
578,205671.9204528754
579,213037.75086281393
580,211879.0240131717
581,212641.76565873146
582,229758.7623244627
583,233192.19782195517
584,237627.78949291754
585,239902.25485412523
586,232530.17168264024
587,222449.31296006124
588,231480.82087397994
589,213818.05314426843
590,223670.86958109794
591,229075.3576067641
592,233497.9087719544
593,249129.33555666285
594,264393.10343506874
595,266383.6605223674
596,274220.2573549045
597,269328.81031607295
598,267248.7626106601
599,283839.78078565444
600,351833.0261260449
601,372979.05914831144
602,395248.72748308344
603,430973.6976874924
604,439871.4112001158
605,439734.71308956953
606,459146.9232873362
607,451437.7507974011
608,391770.09156119975
609,374395.60600265523
610,406249.4298178603
611,437488.7653061736
612,419771.2888227093
613,439884.9111755693
614,438473.17671712436
615,448626.17040337826
616,488151.22067114274
617,488120.48530719924
618,396821.1666216123
619,438167.85235152143
620,435534.37244967517
621,489455.48350658605
622,467062.885934675
623,477854.35466763953
624,441075.10671354976
625,470066.55433211825
626,487568.25476078986
627,486566.61237320607
628,465222.3514356749
629,483670.13373496255
630,533172.2349977826
631,581244.9609105043
632,560077.7427785881
633,602112.6304733751
634,590840.9015011148
635,569265.0004465515
636,618895.2085864798
637,624260.0325735718
638,615019.2004457724
639,632208.5841834804
640,651674.9058254064
641,643194.1402602177
642,641349.339595428
643,632294.4721067998
644,633139.0736582858
645,659012.516387007
646,685522.7444424297
647,694796.518281046
648,682696.7996316998
649,689122.5484058231
650,635439.8045885771
651,558501.2070753502
652,578750.4053795446
653,525993.3179630938
654,514634.396369642
655,520719.59256137244
656,505301.1610090087
657,558049.0070293546
658,532278.3360286028
