,datadate,tic,adjcp,open,high,low,volume,macd,rsi,cci,adx,turbulence
3053,20180520,Monero,6089.34,5920.08,6145.19,5884.37,1018869199,-249.463206,46.6585258,-92.57103027,17.26544547,0
3054,20180521,Bitcoin,251946.7,255039.25,256092.33,250334.58,1.54E+11,-3149.976016,48.37263434,-79.27406725,8.393115605,0
3055,20180521,Ethereum,20924.92,21462.72,21525.11,20723.58,60006718856,527.9870373,53.06383048,8.958000325,8.620443319,0
3056,20180521,Monero,5947.46,6099.82,6099.91,5833.03,1041161451,-251.7744615,45.91740808,-93.26851127,18.89082942,0
3057,20180522,Bitcoin,240602.01,251914.09,252015.22,239489.03,1.54E+11,-4057.641526,46.01141876,-119.0247528,20.95673405,0
3058,20180522,Ethereum,19379.76,20948.62,20972.5,19268.61,66733428579,352.9743942,49.44855188,-67.02183591,8.016904792,0
3059,20180522,Monero,5273.91,5943.17,5952.44,5273.91,1527589343,-304.4465339,42.59476046,-128.7159759,33.98826085,0
3060,20180523,Bitcoin,225517.79,239818.43,240343,224027.63,1.94E+11,-5925.834145,43.11652186,-171.7778971,34.62098762,0
3061,20180523,Ethereum,17413.59,19295.99,19444.17,17096.32,89380632428,54.98825621,45.37880763,-178.0320701,26.08567545,0
3062,20180523,Monero,5118.61,5245.82,5356.88,4963.06,1466195959,-354.6329549,41.87206362,-152.4951651,40.56328625,0
3063,20180524,Bitcoin,227035.97,226251.4,231562.13,219369.71,1.81E+11,-7200.878571,43.48672629,-170.6661355,38.06875347,0
3064,20180524,Ethereum,18006.32,17491.07,18277.51,16673.27,83518082427,-131.8200087,46.74567853,-178.4745884,28.98956665,0
3065,20180524,Monero,5131.35,5123.12,5311.6,4813.17,1331259309,-388.8951029,41.95563955,-147.9905597,43.46579179,0
3066,20180525,Bitcoin,223775.87,227131.24,229130.84,221158.51,1.46E+11,-8377.848665,42.86698657,-158.1828801,38.06875347,0
3067,20180525,Ethereum,17552.73,18013.62,18463.74,17220.37,63150280805,-312.8613557,45.83761106,-165.2956596,26.64818432,0
3068,20180525,Monero,4927.67,5135.26,5195.18,4873.85,781702088,-427.5547904,40.98113794,-144.7207005,43.46579179,0
3069,20180526,Bitcoin,220161.48,224070.35,227323.14,219959.17,1.21E+11,-9492.82958,42.17760155,-151.7506356,39.01499103,0
3070,20180526,Ethereum,17577.29,17581.66,18142.82,17464.51,50710399958,-449.178293,45.89648056,-157.9499492,26.64818432,0
3071,20180526,Monero,4924.89,4933.6,5046.05,4878.2,520321078,-453.1930664,40.96770245,-140.0465233,43.46579179,0
3072,20180527,Bitcoin,220530.83,220347.06,220935.49,217619.83,1.21E+11,-10228.74591,42.27573648,-149.0082182,40.8978104,0
3073,20180527,Ethereum,17139.95,17614.4,17668.52,16846.58,53538485179,-585.7479928,44.99558083,-170.1098288,31.37142181,0
3074,20180527,Monero,4970.83,4922.59,5093.07,4823.94,958771634,-464.4507121,41.29670662,-131.0576001,44.66074202,0
3075,20180528,Bitcoin,213680.09,220726.51,222156.03,212629.05,1.51E+11,-11235.24941,40.94244844,-150.4280287,44.7853821,0
3076,20180528,Ethereum,15452.18,17159.26,17249.21,15347.86,70575016475,-820.7087775,41.72579706,-202.2003656,41.18954299,0
3077,20180528,Monero,4490.43,4977.71,5037.06,4483.81,1142695978,-506.3004264,38.94849285,-151.3453431,51.52626789,0
3078,20180529,Bitcoin,223385.6,213128.08,224994.8,211968.79,1.69E+11,-11121.55478,43.55153836,-125.3071987,39.21744923,0
3079,20180529,Ethereum,16901.71,15429.73,17107.26,15429.73,69677535950,-879.8100331,45.25999757,-160.8141629,41.18954299,0
3080,20180529,Monero,4710.55,4485.42,4972.36,4422.07,1525598438,-515.7594285,40.55080797,-139.3001018,52.66573423,0
3081,20180530,Bitcoin,222810.34,224711.89,227841.72,220015.03,1.48E+11,-10951.62611,43.4338831,-105.2129349,33.70523074,0
3082,20180530,Ethereum,16834.15,17051.95,17542.48,16408.2,61789580954,-921.4775121,45.12803616,-128.696887,34.79073383,0
3083,20180530,Monero,4669.84,4741.2,4851.61,4598.64,713111498,-520.5402486,40.34820741,-130.4323486,52.66573423,0
3084,20180531,Bitcoin,224053.2,221421.66,227483.28,220075.7,1.53E+11,-10594.54074,43.77337634,-96.83640884,33.70523074,0
3085,20180531,Ethereum,17269.85,16697.39,17505.83,16654.6,59346740880,-908.8651095,46.17501412,-111.1689173,34.79073383,0
3086,20180531,Monero,4649.61,4620.97,4758.68,4613.32,1050762952,-519.967612,40.24484339,-124.1034074,52.66573423,0
3087,20180601,Bitcoin,226017.26,224795.98,227913.76,221997.98,1.47E+11,-10037.36033,44.31967773,-85.50240809,32.79673009,0
3088,20180601,Ethereum,17383.89,17342.8,17655.12,17012.92,58318324739,-879.5289524,46.45166111,-94.47285689,32.43807608,0
3089,20180601,Monero,4721.38,4672.11,4751.77,4581.45,870547581,-507.868166,40.80142231,-112.6530049,53.35706744,0
3090,20180602,Bitcoin,227805.39,224624.41,229366.52,223448.33,1.47E+11,-9343.794253,44.82457565,-75.05833104,29.6194778,0
3091,20180602,Ethereum,17638.25,17299.11,17795.28,17206.51,56043144037,-826.2308355,47.0792609,-80.8673883,30.15811707,0
3092,20180602,Monero,4847.56,4696.78,4985.43,4656.84,1192502746,-482.5352307,41.78756099,-90.8026224,37.60583214,0
3093,20180603,Bitcoin,230094.33,227466.81,231126.75,226899.05,1.45E+11,-8511.326538,45.47924539,-61.77028325,25.72346912,0
3094,20180603,Ethereum,18428.68,17621.88,18612.99,17621.88,54617320677,-712.0030706,49.00075215,-53.57009171,17.53883955,0
3095,20180603,Monero,5047.46,4847.92,5248.78,4847.92,1313608320,-441.2420736,43.33456167,-64.6203917,22.45302832,0
3096,20180604,Bitcoin,224344.51,230556.13,231490.29,223137.47,1.49E+11,-8220.788168,44.11891467,-68.60916018,30.49574582,0
3097,20180604,Ethereum,17703.57,18493.29,18612.47,17427.77,56826903128,-672.2379207,47.36857764,-58.49279972,19.51885989,0
3098,20180604,Monero,4779.61,5047.44,5090.58,4712.43,1173904571,-425.2284369,41.79498612,-76.80156753,26.88118443,0
3099,20180605,Bitcoin,227142.52,223189.28,227424.31,220097.74,1.48E+11,-7676.271119,44.94785594,-68.78554741,34.15047383,0
3100,20180605,Ethereum,18129.81,17656.8,18190.12,17287.12,54876252422,-599.4200064,48.41347512,-55.2387718,20.98835064,0
3101,20180605,Monero,4974.86,4769.96,5019.28,4684.66,1204824583,-392.2607336,43.31367069,-68.81350045,27.78466711,0
3102,20180606,Bitcoin,228088.6,227253.91,228876.82,223559.89,1.40E+11,-7086.705554,45.23203195,-56.35222299,30.64155885,0
3103,20180606,Ethereum,18092.3,18185.81,18226.96,17772.6,52344595430,-538.5301874,48.3261324,-45.60686715,20.37296794,0
3104,20180606,Monero,4905.5,4981.04,5000.5,4829.89,1244635740,-367.4941201,42.90230402,-62.71519244,27.78466711,0
3105,20180607,Bitcoin,227943.92,227129.89,229815.08,227129.89,1.33E+11,-6555.576459,45.19512496,-46.09627468,28.32386623,0
3106,20180607,Ethereum,17966.19,18040.4,18291.47,17862.46,55815717130,-494.7474496,48.02479591,-41.60534234,19.2377309,0
3107,20180607,Monero,4865.88,4888.77,5079.03,4840.76,1204950800,-347.0626808,42.66287167,-56.98918305,22.87837662,0
3108,20180608,Bitcoin,226887.12,228679.03,229067.34,224907.75,1.26E+11,-6149.045385,44.91818075,-48.31877175,31.40478479,0
3109,20180608,Ethereum,17885.65,18015.56,18115.78,17722.47,48733780728,-461.2314306,47.82776466,-43.19217537,20.96675507,0
3110,20180608,Monero,4722.31,4881.98,4916.82,4677.85,1073105506,-338.5528901,41.78862736,-70.29762566,28.92954773,0
3111,20180609,Bitcoin,224716.62,227716.23,229239.61,224716.62,1.15E+11,-5933.608841,44.34088902,-48.35357439,31.67481205,0
3112,20180609,Ethereum,17828.26,17928,18157.07,17828.26,45328612418,-434.2943623,47.68355774,-38.68437661,20.15570343,0
3113,20180609,Monero,4623.11,4729.33,4774.85,4623.11,893975940,-335.9409129,41.1853778,-78.39419198,30.87760968,0
3114,20180610,Bitcoin,202460.91,223749.07,223749.07,200165.1,1.73E+11,-7472.584325,39.02128115,-135.0589298,55.64851729,0
3115,20180610,Ethereum,15707.5,17732.28,17732.28,15272.21,66677644800,-577.418034,42.7554921,-105.3707652,44.69394021,0
3116,20180610,Monero,4162.31,4624.1,4624.1,3941.02,1392429285,-366.8250799,38.51373381,-124.8856122,49.36467177,0
3117,20180611,Bitcoin,206067.96,202856.82,206165.23,200092.3,1.42E+11,-8305.434812,40.22365235,-153.570974,55.69778886,0
3118,20180611,Ethereum,15910.53,15659.11,16017.16,15373.05,59136548291,-666.775577,43.33546951,-118.9477403,44.69394021,0
3119,20180611,Monero,4118.48,4163.38,4182.51,3963.01,969891098,-390.3381443,38.26946379,-137.5019211,49.36467177,0
3120,20180612,Bitcoin,196292.55,205938.45,206002.27,195091.37,1.39E+11,-9643.108957,38.11657621,-177.3820071,59.0392703,0
3121,20180612,Ethereum,14816.35,15885.95,16072.18,14649.12,57636837869,-816.4714802,41.01855797,-140.7436516,49.69712855,0
3122,20180612,Monero,3747.19,4128.96,4128.96,3612.72,1093139451,-433.9303385,36.25443735,-165.2313273,56.2337975,0
3123,20180613,Bitcoin,189246.07,196606.81,197643.37,187330.63,1.51E+11,-11143.36364,36.68362479,-215.9629151,63.59437344,0
3124,20180613,Ethereum,14230.75,14842.43,14958.27,13679.7,61994115821,-971.1646068,39.83928846,-178.1019218,55.46428413,0
3125,20180613,Monero,3631.56,3751.72,3769.01,3386.28,1321894183,-472.3627374,35.64970276,-190.2001434,59.98491512,0
3126,20180614,Bitcoin,199005.54,189090.06,199953.26,188842.92,1.53E+11,-11413.25374,39.91975895,-182.9096768,58.00388,0
3127,20180614,Ethereum,15494.55,14261.49,15607.92,13936.1,73297277139,-980.4795681,43.46780472,-142.2727327,43.66511619,0
3128,20180614,Monero,3963.21,3635.39,3981.6,3543.1,1339438254,-470.6341299,38.68434667,-155.2737093,47.31369808,0
3129,20180615,Bitcoin,192929.07,199428.19,199637.35,192250.47,1.18E+11,-11979.37317,38.64748653,-171.7086805,58.00388,0
3130,20180615,Ethereum,14671.69,15552.46,15577.11,14566.06,54032914436,-1042.245312,41.77088745,-137.4805962,43.66511619,0
3131,20180615,Monero,3668.67,3969.84,3983.62,3668.67,1075698071,-487.4125242,37.07792292,-153.3830722,47.19528343,0
3132,20180616,Bitcoin,197369.43,194515.63,198644.92,192913.8,96246733815,-11932.18021,40.09084912,-146.3396604,58.00388,0
3133,20180616,Ethereum,15055.21,14777.15,15163.12,14730.06,39596761074,-1048.165649,42.84665864,-125.3739894,43.66511619,0
3134,20180616,Monero,3821.58,3668.51,3863.92,3666.55,940760212,-482.8054825,38.45058502,-141.0615043,47.24285985,0
3135,20180617,Bitcoin,195836,197229.9,198543.06,195836,93530329676,-11881.55131,39.75671364,-129.1638856,58.00388,0
3136,20180617,Ethereum,15079.5,15049.73,15296.24,15025.26,38113063322,-1038.921518,42.91575557,-109.6650111,40.98684653,0
3137,20180617,Monero,3738.27,3825.8,3832.28,3715.43,881288683,-480.339732,37.98355935,-134.4538555,47.24285985,0
3138,20180618,Bitcoin,202933.59,196161.42,204329.31,194251.37,1.22E+11,-11140.29298,42.06857487,-99.45942581,42.11864919,0
3139,20180618,Ethereum,15635.22,15047.41,15722.76,14887.2,45615929394,-975.5084638,44.50369155,-89.20557204,32.52508371,0
3140,20180618,Monero,3839.63,3731,3888.35,3628.53,966851510,-464.8482212,38.91734762,-120.6673521,49.37914769,0
3141,20180619,Bitcoin,204188.16,203357.23,205773.42,202377.89,1.22E+11,-10332.50047,42.4722553,-73.0140014,38.40630338,0
3142,20180619,Ethereum,16225.32,15654.25,16357.91,15572.49,52075077287,-867.6354616,46.14920595,-50.85009152,20.96787634,0
3143,20180619,Monero,3806.92,3842,3925.54,3763.04,1027126823,-450.0229267,38.72270209,-102.7883401,46.66228882,0
3144,20180620,Bitcoin,204468.84,204294.13,205826.93,199500.25,1.17E+11,-9559.474875,42.56488299,-70.70324491,41.65281629,0
3145,20180620,Ethereum,16180.81,16248.34,16324.05,15670.92,48164859618,-776.7826483,46.04268048,-44.57777137,20.96787634,0
3146,20180620,Monero,3697.61,3807.38,3812.39,3618.2,1022158652,-441.9990871,38.06455262,-108.5645398,50.41667371,0
3147,20180621,Bitcoin,202989.15,204507.85,205438.38,202549.67,1.06E+11,-8962.926107,42.19437248,-62.46056991,41.65281629,0
3148,20180621,Ethereum,15906.97,16180.85,16400.14,15813.22,44100417893,-718.5942317,45.37606019,-40.58138509,19.54079206,0
3149,20180621,Monero,3728.54,3694.76,3742.78,3663.42,882955466,-428.208226,38.3711625,-99.07300038,50.41667371,0
3150,20180622,Bitcoin,184481.81,204319.47,204598.46,182144.14,1.54E+11,-9869.771989,37.92316923,-123.8087671,59.11458086,0
3151,20180622,Ethereum,14125.43,15986.63,15986.63,13854.34,67502136146,-806.9330593,41.347168,-116.9066261,39.26030266,0
3152,20180622,Monero,3353.89,3743.77,3755.72,3258.53,1214733954,-442.4101642,36.12994875,-121.6218515,59.51864369,0
3153,20180623,Bitcoin,186704.66,184511.76,188593.37,183957.63,1.04E+11,-10290.46637,38.69422624,-131.9629953,59.11458086,0
3154,20180623,Ethereum,14376.53,14126.7,14516.17,14009.12,50031858890,-846.917804,42.09677904,-127.7543964,39.26030266,0
3155,20180623,Monero,3495.61,3353.12,3613.58,3332.03,1013007462,-437.1900285,37.55716441,-109.1974339,59.51864369,0
3156,20180624,Bitcoin,187030.35,186759.18,188561.86,176522.75,1.38E+11,-10476.819,38.80942797,-131.8895344,63.64451278,0
3157,20180624,Ethereum,13866.09,14384.05,14401.95,12920.73,75457101290,-909.3122585,40.99498859,-148.247808,47.4390646,0
3158,20180624,Monero,3674.75,3488.58,3768.86,3302.77,1373605386,-413.8275856,39.32993079,-89.69230319,47.64144829,0
3159,20180625,Bitcoin,189331.41,186992.18,191700.33,185407.95,1.67E+11,-10319.86747,39.63844756,-100.8826516,55.85258455,0
3160,20180625,Ethereum,13946.01,13813.49,14250.01,13600.2,1.21E+11,-941.4588852,41.24406689,-127.5101405,47.4390646,0
3161,20180625,Monero,3840.48,3671.51,3924.49,3664.79,1141860603,-377.5870667,40.9347739,-56.97678147,36.7340628,0
3162,20180626,Bitcoin,185016.01,189870.28,190981.84,185016.01,99580069234,-10423.54286,38.62326162,-102.2023804,56.13142918,0
3163,20180626,Ethereum,13139.82,13988.78,14003.35,13139.82,41187874720,-1020.227566,39.50389518,-143.5607134,50.65090137,0
3164,20180626,Monero,3668.25,3847.41,3935.64,3665.7,1085007323,-358.6296565,39.80288558,-59.88385411,35.9647835,0
3165,20180627,Bitcoin,187299.89,185087.45,187995.6,184127.7,1.00E+11,-10203.79335,39.4719748,-97.55993741,56.79261517,0
3166,20180627,Ethereum,13456.74,13148.86,13513.87,12923.6,41643155773,-1045.033027,40.52437665,-135.7871605,52.1197922,0
3167,20180627,Monero,3915.36,3669.63,3962.36,3641.21,1186869762,-319.9775585,42.17602839,-45.92930838,34.03306184,0
3168,20180628,Bitcoin,180043.11,187659.08,188185.17,179116.27,1.06E+11,-10494.23081,37.75590118,-108.9776918,60.39265039,0
3169,20180628,Ethereum,12881.29,13488.96,13529.46,12799.49,41501373908,-1098.46314,39.27978185,-133.3572184,52.97856985,0
3170,20180628,Monero,3532,3929.64,4086.43,3503.37,1472577631,-316.6295323,39.66639293,-60.07086061,38.82585339,0
3171,20180629,Bitcoin,190112.08,180323.52,191437.74,178416.38,1.21E+11,-9798.96648,41.41201706,-85.67199391,51.62757534,0
3172,20180629,Ethereum,13330.1,12919.75,13506.94,12472.16,47831457522,-1092.003734,40.74800743,-121.4129254,55.24185621,0
3173,20180629,Monero,3875.98,3586.24,3908.54,3530.66,1062800027,-282.958121,42.82434658,-48.54292633,38.82585339,0
3174,20180630,Bitcoin,195091.46,189310,196965.29,189310,1.38E+11,-8745.359081,43.12118901,-50.09098824,37.93413269,0
3175,20180630,Ethereum,13866.6,13288.67,13976.79,13288.67,44963035185,-1031.700738,42.46828005,-87.48147405,44.56498727,0
3176,20180630,Monero,3990.97,3860.06,4115.6,3859.58,1018301850,-244.1798003,43.84086903,-15.90939323,23.43228456,0
3177,20180701,Bitcoin,194537.62,195325.42,195970.35,191596.93,1.46E+11,-7864.401955,42.97692935,-45.92804918,37.93413269,0
3178,20180701,Ethereum,13828.16,13868.49,13926.28,13598.67,46053344182,-975.7639664,42.37708688,-79.343768,44.56498727,0
3179,20180701,Monero,3953.4,3992.31,4076.21,3842.12,985169203,-214.0122864,43.578998,-17.8836971,24.19000182,0
3180,20180702,Bitcoin,201428.24,194308.09,203550.27,192033.79,1.34E+11,-6534.891478,45.33085994,-17.33382198,20.8345704,0
3181,20180702,Ethereum,14476.22,13820.76,14591.43,13616.32,49511807198,-869.1219492,44.45717028,-55.76845701,30.09154263,0
3182,20180702,Monero,4278.82,3966.85,4350.66,3908.59,1248997720,-161.9784531,46.44536422,20.95127263,6.483719199,0
3183,20180703,Bitcoin,199381.03,201429.02,203710.29,196882.05,1.43E+11,-5582.090717,44.76293756,-7.419054708,20.49746594,0
3184,20180703,Ethereum,14174.19,14515.91,14774.48,14124.94,51419106923,-799.7595488,43.69668269,-46.32516084,26.36963703,0
3185,20180703,Monero,4227.91,4278.63,4394.93,4183.36,1036794551,-123.4264931,46.06660847,43.66205376,3.928745543,0
3186,20180704,Bitcoin,201317.63,199893.25,206638.36,196829.34,1.27E+11,-4617.494215,45.43195008,7.585562141,14.26231188,0
3187,20180704,Ethereum,14259.74,14163.1,14690.54,13889.52,47289681292,-729.4772174,43.9774885,-47.19205432,29.15611724,0
3188,20180704,Monero,4223.05,4229.21,4470.3,4186.98,968285505,-92.2030886,46.02953955,55.27170077,0.419654899,0
3189,20180705,Bitcoin,202546.89,201343.95,205914.97,199725.2,1.53E+11,-3711.074571,45.86250535,21.55118779,14.26231188,0
3190,20180705,Ethereum,14473.36,14255.99,14742.23,14174.9,55787235344,-649.0586705,44.69004701,-33.7295402,28.01901277,0
3191,20180705,Monero,4233.11,4247.81,4308.37,4114.55,1007206366,-65.88705273,46.1223757,49.42744942,3.718624399,0
3192,20180706,Bitcoin,203641.85,202579.62,204479.18,199371.27,1.32E+11,-2871.278046,46.25327448,28.35467451,14.87074302,0
3193,20180706,Ethereum,14464.48,14475,14636.58,13964.12,49666518662,-579.3643824,44.66561689,-35.9840374,30.67933753,0
3194,20180706,Monero,4090.38,4222.57,4244.06,4005.09,988493756,-55.90409526,44.98662013,36.68937756,9.728330098,0
3195,20180707,Bitcoin,208642.67,202915.51,208857.49,200193.12,1.21E+11,-1781.670877,48.0257354,66.66795965,5.015944862,0
3196,20180707,Ethereum,14960.23,14424.61,14960.23,14204.89,41332180027,-478.6111439,46.35911134,-7.331787652,23.2052857,0
3197,20180707,Monero,4126.37,4072.3,4127.07,3977.7,832111473,-44.57460897,45.33773616,39.65580465,11.21075119,0
3198,20180708,Bitcoin,206115.62,208669.13,209524.47,205327.53,1.03E+11,-1109.274139,47.21183473,89.40465917,3.56904566,0
3199,20180708,Ethereum,14882.91,14972.64,15311.34,14861.55,40912271680,-400.3871405,46.13132013,24.29891414,15.54191182,0
3200,20180708,Monero,4202.65,4116.21,4260.07,4092.14,777462785,-29.10524383,46.09211023,81.69696304,2.475721277,0
3201,20180709,Bitcoin,205137.97,206152.14,208087.36,204608.21,1.13E+11,-647.8154503,46.89377739,94.98381973,5.076792606,0
3202,20180709,Ethereum,14504.48,14875.58,14935.64,14458.62,46670464453,-364.7258599,45.01151497,2.558217612,21.52943944,0
3203,20180709,Monero,4130.08,4197.09,4295.22,4122.51,1009019865,-22.44274699,45.47446873,94.10396495,0.2511598,0
3204,20180710,Bitcoin,191873.45,204278.93,205143.74,191593.67,1.23E+11,-1337.029578,42.8427662,-1.814729189,27.11672488,0
3205,20180710,Ethereum,13168.26,14433.42,14498.78,13154.2,54230288385,-439.2227385,41.34552899,-88.01533317,36.98834406,0
3206,20180710,Monero,3682.27,4110.19,4148.5,3680.45,949041439,-52.6898193,41.89109952,-15.0173753,22.78538076,0
3207,20180711,Bitcoin,194431.16,192487.06,195959.01,192477.95,1.11E+11,-1657.741507,43.81100506,-19.92133233,27.11672488,0
3208,20180711,Ethereum,13576.38,13211.43,13600.64,13059.16,43250200836,-460.0272703,42.8170514,-101.2791743,37.94055361,0
3209,20180711,Monero,3812.39,3694.79,3948.67,3694.75,1078279880,-65.40727118,43.23563792,-19.10986309,22.78538076,0
3210,20180712,Bitcoin,190875.66,196022.92,196032.74,188044.45,1.16E+11,-2173.749525,42.769133,-46.67516517,33.15805046,0
3211,20180712,Ethereum,13179.19,13682.61,13682.61,12956.59,45826263360,-502.7693136,41.76222007,-107.8289054,39.00393988,0
3212,20180712,Monero,3684.6,3844.29,3864.61,3620.25,866894245,-84.81977882,42.24261914,-51.83551496,26.00453825,0
3213,20180713,Bitcoin,190142,190049.94,192351.87,188745.67,1.16E+11,-2611.78282,42.55311994,-59.89691886,33.15805046,0
3214,20180713,Ethereum,13229.58,13129.42,13483.67,13129.42,45406631758,-526.5073894,41.94990892,-99.23049386,39.00393988,0
3215,20180713,Monero,3734.84,3682.56,3799.33,3677.75,725219193,-95.054652,42.77713574,-49.28754008,26.00453825,0
3216,20180714,Bitcoin,191835.89,190961.08,192510.47,189882.72,89364897709,-2790.082265,43.23785408,-45.96570412,32.70838804,0
3217,20180714,Ethereum,13329.4,13281.26,13431.74,13188.43,37774075098,-531.1426638,42.3307767,-89.47381731,39.00393988,0
3218,20180714,Monero,3766.28,3741.25,3784.74,3700.08,628060998,-99.4821492,43.11792454,-43.14708274,26.00453825,0
3219,20180715,Bitcoin,194388.76,191731.35,195728.16,191236.48,1.00E+11,-2694.332004,44.2734362,-19.41876907,23.65258277,0
3220,20180715,Ethereum,13750.12,13323.2,13876.99,13263.23,41268990560,-495.1596718,43.93463083,-56.51403094,27.42637702,0
3221,20180715,Monero,3788.93,3763.62,3847.25,3718.93,684794551,-100.0104487,43.36927331,-30.79476857,20.84106937,0
3222,20180716,Bitcoin,206068.33,194308.36,206068.33,194308.36,1.44E+11,-1656.905764,48.70279493,67.33049119,0.171415331,0
3223,20180716,Ethereum,14691.79,13767.69,14691.79,13656.83,56812414836,-386.2060493,47.32651968,11.9908248,9.573565519,0
3224,20180716,Monero,4134.82,3789.69,4137.9,3757.88,1009240414,-71.69227372,47.06450264,47.00259462,0.393351153,0
3225,20180717,Bitcoin,223357.61,205619.98,225377.31,203927.34,1.82E+11,553.9765113,54.26903881,199.992655,27.36271878,0
3226,20180717,Ethereum,15285.07,14646.67,15522.37,14306.13,69807645829,-249.1151365,49.32466816,78.34833906,4.938988816,0
3227,20180717,Monero,4395.46,4124.21,4483.72,4118.44,1223163777,-27.89686853,49.6267191,143.0662229,17.38638775,0
3228,20180718,Bitcoin,225251.03,223556.17,230269.3,222491.17,1.87E+11,2430.878163,54.82438767,240.9713626,32.3953392,0
3229,20180718,Ethereum,14684.48,15305.61,15690.51,14496.41,72474871644,-186.7791207,47.44005353,73.59860393,7.587620011,0
3230,20180718,Monero,4271.25,4402.66,4564.47,4220.82,942662928,-3.174806133,48.47012308,134.0734415,20.88376252,0
3231,20180719,Bitcoin,228642.72,225927.87,229487.86,223394.28,1.57E+11,4144.245005,55.81861865,221.4755399,32.3953392,0
3232,20180719,Ethereum,14380.2,14717.31,14797.29,14243.11,63346886560,-160.0848733,46.50870717,34.02133089,2.967562977,0
3233,20180719,Monero,4272.67,4274.81,4399.75,4242.45,923915185,16.34378755,48.48432217,109.0820772,20.88376252,0
3234,20180720,Bitcoin,225543.81,229017.69,232920.93,224597.05,1.51E+11,5192.192075,54.68115637,199.4100859,35.95372444,0
3235,20180720,Ethereum,13822.46,14393.18,14393.18,13607.62,55858983641,-181.8383276,44.83950662,-15.91484551,7.66611211,0
3236,20180720,Monero,3992.24,4279.8,4279.8,3950.78,1153721777,9.079394711,45.90041178,38.62680832,2.903454112,0
3237,20180721,Bitcoin,226956.08,224919.71,227517.41,222157.13,1.14E+11,6066.722662,55.11239374,165.4373269,30.72620561,0
3238,20180721,Ethereum,14145.92,13786.27,14318.66,13636.29,46016843390,-171.0063237,46.00219257,2.79660646,7.66611211,0
3239,20180721,Monero,4041.86,3971.16,4056.78,3902.64,690914917,7.242740551,46.42306012,14.38397774,0.272052757,0
3240,20180722,Bitcoin,226931.62,226910.5,230585.9,225871.05,1.13E+11,6680.808533,55.10299922,160.0108517,34.13105589,0
3241,20180722,Ethereum,14060.91,14145.98,14404.77,14013.86,40947466632,-167.3523455,45.74007037,22.13091245,5.971599896,0
3242,20180722,Monero,3937.67,4034.12,4077,3914.91,1061216044,-2.590224851,45.46889713,1.997501766,1.404074763,0
3243,20180723,Bitcoin,235736.34,226675.1,237582.53,226503.6,1.57E+11,7788.166198,57.78276973,171.409468,41.17794051,0
3244,20180723,Ethereum,13783.03,14045.51,14361.22,13748.63,48821885043,-184.7494583,44.87541259,-2.772526507,10.60410596,0
3245,20180723,Monero,4083.52,3929.72,4280.73,3929.72,1676675666,1.370160944,47.04505239,37.85594521,12.1450068,0
3246,20180724,Bitcoin,258043.8,236364.41,258043.8,236027.17,2.23E+11,10346.51256,63.49368935,226.4042481,55.92018468,0
3247,20180724,Ethereum,14683.67,13818.75,14737.86,13801.26,70069025120,-124.428342,48.16105843,54.45936918,2.907958101,0
3248,20180724,Monero,4514.98,4099.5,4533.82,4058.55,1271364160,38.87587448,51.34842526,125.3404055,23.24836464,0
3249,20180725,Bitcoin,250481.44,256551.68,257690.9,247571.99,1.79E+11,11629.74082,60.61795937,198.8542571,55.92018468,0
3250,20180725,Ethereum,14465.85,14692.8,14783.49,14281.57,59112761460,-93.1261758,47.45341794,64.10470827,1.988900383,0
3251,20180725,Monero,4370.01,4466.69,4540.48,4237.68,984466665,56.25310446,49.93785989,120.0069301,23.52025715,0
3252,20180726,Bitcoin,241680.32,248527.18,251976.29,239465.51,1.49E+11,11800.50278,57.48348664,145.528499,40.03188476,0
3253,20180726,Ethereum,14103.94,14356.03,14701.46,14024.52,49285696585,-96.41073303,46.28451499,30.24712626,6.990970481,0
3254,20180726,Monero,4158.32,4345.83,4395.85,4132.28,921591671,52.33973074,47.94817795,62.51061376,16.53630995,0
3255,20180727,Bitcoin,249873.79,243306.09,252862.19,239920.17,1.59E+11,12453.42212,59.5003109,140.7250802,40.73734457,0
3256,20180727,Ethereum,14373.19,14200.07,14482.01,14025.08,53073557801,-76.40677379,47.28389951,29.3127446,6.990970481,0
3257,20180727,Monero,4286.38,4186.98,4347.89,4133.15,843277906,58.89284558,49.21445933,67.92417899,16.53630995,0
3258,20180728,Bitcoin,250311.16,249605.63,251249.17,247824.58,1.22E+11,12857.93919,59.60612178,134.4757495,40.73734457,0
3259,20180728,Ethereum,14266.07,14351.01,14409.55,14146.63,46806900417,-68.40860887,46.92458754,22.55802322,6.990970481,0
3260,20180728,Monero,4259.31,4281.12,4316.5,4230.71,713948130,61.19647862,48.95403546,68.74272053,16.53630995,0
3261,20180729,Bitcoin,251115.04,250728.84,252758.9,248753.76,1.25E+11,13092.46647,59.8057894,125.9651014,42.06455027,0
3262,20180729,Ethereum,14258.95,14266.59,14371.73,14138.17,49863010539,-61.93063227,46.90008197,15.28177207,7.181408357,0
3263,20180729,Monero,4135.89,4268.66,4318.95,4113.65,907226838,52.45845346,47.76199476,35.66848167,8.234239279,0
3264,20180730,Bitcoin,249954.57,251210.38,251635.7,241919.21,1.70E+11,13034.43791,59.36755426,106.1149671,28.17365508,0
3265,20180730,Ethereum,13966.11,14263.9,14298.27,13708.23,65436282450,-79.50998812,45.88062887,-32.34395471,16.47234869,0
