,datadate,tic,adjcp,open,high,low,volume,macd,rsi,cci,adx,turbulence
527,20160129,Monero,17.38,18.95,18.95,16.26,2752275,0.862878009,51.76757956,9.62182917,7.069268773,0
528,20160130,Bitcoin,12665.11,12685.54,12754.24,12606.05,1014012565,-320.8839091,46.85518996,-96.19457184,32.80007901,0
529,20160130,Ethereum,81.87,83.97,87.45,80.32,124726854,13.06894249,75.27036054,143.6990122,87.41263679,0
530,20160130,Monero,17.13,17.28,17.5,16.34,1351263,0.68003512,51.19724761,-21.8393651,7.069268773,0
531,20160131,Bitcoin,12347.43,12666.38,12735.16,12316.22,1268814847,-357.1386392,45.3749938,-106.3059939,37.12535193,0
532,20160131,Ethereum,77.21,81.8,84.74,73.21,195791843,12.60889233,70.7122498,111.9871086,61.42476841,0
533,20160131,Monero,16.19,17.14,17.37,16.15,1466130,0.454046701,49.09344748,-43.97371118,4.959324828,0
534,20160201,Bitcoin,12499.24,12375.07,12667.3,12328.4,1730757734,-369.3631868,46.21495051,-96.50771199,37.12535193,0
535,20160201,Ethereum,74.1,77.72,77.72,70.91,133822321,11.85667215,67.87455553,87.05913378,54.03853385,0
536,20160201,Monero,16.68,16.3,17.05,16.18,1419071,0.310904245,50.19702944,-38.49753251,4.959324828,0
537,20160202,Bitcoin,12519.67,12468.58,12567.65,12468.58,1350061835,-373.1018132,46.32984244,-88.64096806,37.12535193,0
538,20160202,Ethereum,81.57,74.06,81.88,72.13,115393212,11.72810398,70.78744473,94.21309976,57.77413633,0
539,20160202,Monero,16.75,16.83,16.98,16.42,688199,0.200796574,50.35607525,-34.21638042,4.959324828,0
540,20160203,Bitcoin,12391.44,12548.77,12558.95,12327.67,1538539233,-382.0082376,45.69604412,-90.76195177,39.44018079,0
541,20160203,Ethereum,84.7,81.46,85.08,78.43,133569686,11.7434067,71.89215738,100.2479114,60.41940303,0
542,20160203,Monero,16.48,16.79,16.8,16.31,873962,0.090703139,49.72248456,-42.94796788,3.51672205,0
543,20160204,Bitcoin,12977.38,12330.5,13044.46,12324.47,2307900138,-337.8911829,48.99438126,-58.14706503,22.78974921,0
544,20160204,Ethereum,85.87,84.24,87.59,81.16,118327779,11.71490127,72.29726205,99.14029575,62.39467849,0
545,20160204,Monero,16.89,16.48,17.28,16.39,1039932,0.036120498,50.69696674,-25.94488868,9.329754854,0
546,20160205,Bitcoin,12775.44,12853.08,12925.66,12743.15,1448416250,-315.5851009,47.95590136,-52.68608166,22.78974921,0
547,20160205,Ethereum,83.91,84.95,86.13,81.66,87142935,11.40271162,70.53552491,88.70468379,62.39467849,0
548,20160205,Monero,16.4,16.75,16.96,16.03,1644634,-0.046143629,49.51056052,-45.37809357,4.292114536,0
549,20160206,Bitcoin,12540.07,12875.35,12876.75,12402.35,1640247937,-313.2883688,46.76085091,-68.79357872,29.53842696,0
550,20160206,Ethereum,84.41,84.39,85.3,82.33,63986898,11.06805916,70.72379065,83.20622908,62.39467849,0
551,20160206,Monero,16,16.44,16.48,15.64,1192113,-0.141978558,48.55107709,-65.71593756,0.990991131,0
552,20160207,Bitcoin,12543.33,12539.8,12684.91,12486.14,1234826172,-307.65864,46.77985338,-70.80318457,29.53842696,0
553,20160207,Ethereum,98.73,84.48,101.85,84.47,233370133,11.82207081,75.38382778,113.6038732,73.17621667,0
554,20160207,Monero,15.97,16.13,16.8,15.71,1782494,-0.217838078,48.47818665,-58.95898947,3.305260775,0
555,20160208,Bitcoin,12460.06,12570.5,12674.66,12456.29,1590546252,-306.3844236,46.34277916,-74.14279614,30.14948921,0
556,20160208,Ethereum,106.09,99.19,109.25,95.94,324497647,12.86521838,77.30457782,134.2056362,76.40899077,0
557,20160208,Monero,16.07,15.96,16.77,15.96,1028760,-0.266812482,48.7435386,-52.83555096,3.305260775,0
558,20160209,Bitcoin,12552.6,12465.61,12593.23,12448.08,1846642167,-294.5124372,46.9130073,-72.63389584,30.32713679,0
559,20160209,Ethereum,135.02,105.99,135.02,105.78,599340428,15.84369212,82.77101058,192.2682173,83.7151076,0
560,20160209,Monero,15.52,16.08,16.17,15.49,1325436,-0.346016786,47.35585404,-77.57166015,3.578951076,0
561,20160210,Bitcoin,12672.27,12489.55,12799.58,12477.5,2826686271,-272.3084315,47.65715111,-55.81175047,21.99140099,0
562,20160210,Ethereum,147.3,132.83,161.42,125.61,950975842,18.9762999,84.41893083,236.0318723,87.83939186,0
563,20160210,Monero,15.95,15.43,16.07,15.16,1745607,-0.369826236,48.54071255,-76.11807681,8.171855169,0
564,20160211,Bitcoin,12509.6,12590.66,12624.13,12402.35,2450676020,-264.785425,46.73592752,-76.40954655,23.88661531,0
565,20160211,Ethereum,198.13,148.17,207.33,142.95,870150190,25.26918108,88.94617538,315.7760833,91.73194236,0
566,20160211,Monero,17.01,15.79,19.63,15.72,7485680,-0.299707414,51.33392152,7.338225484,30.18049857,0
567,20160212,Bitcoin,12672.99,12522.04,12695.78,12519.21,2211071544,-242.8398737,47.78468753,-53.61798664,20.89318887,0
568,20160212,Ethereum,182.94,196.1,217.1,167.23,770439184,28.69979578,81.61509299,292.0491577,92.29312983,0
569,20160212,Monero,20.2,17.08,20.37,16.83,5722261,0.013117388,58.36893944,84.20932296,35.27928116,0
570,20160213,Bitcoin,12916.1,12678.15,12916.1,12678.15,2040671544,-203.4852695,49.32062525,-2.34475465,11.99798633,0
571,20160213,Ethereum,177.51,187.38,188.52,138.11,798275867,30.62737386,79.20109276,201.4098242,58.10271918,0
572,20160213,Monero,26.51,19.95,29.79,19.89,34439301,0.761420383,67.87235434,312.4479902,67.53802936,0
573,20160214,Bitcoin,13422.71,12951.43,13422.71,12951.43,2454599078,-129.9196363,52.3426617,95.15072195,5.155409345,0
574,20160214,Ethereum,172.71,178.13,180.13,146.54,370036667,31.40564883,77.11529584,167.8783999,58.10271918,0
575,20160214,Monero,27.9,26.54,28.1,22.42,18600189,1.449903693,69.46099543,281.4762143,67.53802936,0
576,20160215,Bitcoin,13218.11,13461.97,13554.88,13137.65,2446548483,-87.12354604,51.07035317,94.9036143,9.040582588,0
577,20160215,Ethereum,174.67,176.07,194.45,165.76,460246626,31.81386249,77.36707491,166.5400797,61.90853099,0
578,20160215,Monero,26.15,27.31,28.13,24.38,14875589,1.833189436,65.25828879,236.6915078,67.59680397,0
579,20160216,Bitcoin,13477.67,13277.36,13525.86,13277.36,2417554415,-31.89534377,52.58296138,110.3437412,9.040582588,0
580,20160216,Ethereum,142.73,176.23,181.08,133.42,525531983,29.2232174,65.26272139,102.8569697,32.78900605,0
581,20160216,Monero,30.95,26.19,33.16,25.49,27993721,2.495499468,70.34875393,280.5257992,75.53567233,0
582,20160217,Bitcoin,13832.3,13544.37,13993.27,13515.4,2764107360,40.02766763,54.56803606,161.3242926,21.95909792,0
583,20160217,Ethereum,124.83,142.51,158.39,116.2,513359475,25.43256175,59.83540623,60.22437023,20.4577806,0
584,20160217,Monero,24.36,31.63,31.71,23.65,20703029,2.460266594,58.2308657,171.3477665,60.18891112,0
585,20160218,Bitcoin,14050.24,13857.27,14170.76,13826.2,2553175239,113.3069766,55.7458618,179.8128117,26.21297115,0
586,20160218,Ethereum,146.34,125.57,158.69,113.8,567301310,23.88874208,63.59853721,65.92364167,18.81396388,0
587,20160218,Monero,25.76,24.35,26.4,23.07,7334766,2.516306175,59.75440873,122.2792073,55.60487107,0
588,20160219,Bitcoin,14001.62,14066.34,14078.79,13895.77,1853793508,165.5497746,55.41431658,168.4773972,26.21297115,0
589,20160219,Ethereum,157.65,145.9,159.49,142.24,255096798,23.30918236,65.36369279,82.88138315,19.20682194,0
590,20160219,Monero,27.26,25.79,28.36,24.35,6652904,2.651194096,61.31824713,139.5301116,59.76417484,0
591,20160220,Bitcoin,14518.65,14001.79,14678.73,14001.79,3121571500,245.8386929,58.15227022,223.8386243,39.0459176,0
592,20160220,Ethereum,144.18,155.5,157.89,137.06,286647130,21.51494997,61.67877229,64.77980964,15.34358586,0
593,20160220,Monero,27.38,27.52,29.34,26.2,10259509,2.736235127,61.44224054,140.7084482,61.68289529,0
594,20160221,Bitcoin,14572.92,14538.88,14880.06,14250.08,2983035401,310.2707663,58.42946409,212.0618244,42.62547889,0
595,20160221,Ethereum,154.55,144.82,156.47,140.4,213000409,20.69126402,63.32538522,66.58595421,15.34358586,0
596,20160221,Monero,25.98,27.31,27.61,24.55,5981600,2.659999637,59.15377204,100.0879697,48.90309461,0
597,20160222,Bitcoin,14557.75,14599.02,14600.88,14397.09,2839570211,356.0057439,58.31776193,178.032508,42.62547889,0
598,20160222,Ethereum,186.78,155.14,187.75,154.15,500708987,22.38118178,67.7770478,104.888739,30.81489663,0
599,20160222,Monero,25.87,25.93,27.49,25.2,4375924,2.561182662,58.97523206,93.09325895,48.90309461,0
600,20160223,Bitcoin,13948.66,14529.47,14582.61,13852.02,2826124037,339.1925697,54.02768404,119.2385784,20.69759172,0
601,20160223,Ethereum,185.2,188.47,197.18,178.62,443607032,23.32409534,67.36238586,114.9765083,34.66290248,0
602,20160223,Monero,25.08,25.87,26.34,24.32,2686301,2.391554745,57.68178292,71.71541096,42.059919,0
603,20160224,Bitcoin,14134.85,14001.84,14154.64,13767.38,2253290816,337.007176,55.07281726,97.67355389,17.69399886,0
604,20160224,Ethereum,207.44,186.4,207.44,183.25,380068243,25.57117438,70.03212275,126.5138588,38.63262404,0
605,20160224,Monero,26.65,25.19,26.67,24.82,4050347,2.35664336,59.50756689,77.60400354,43.10801251,0
606,20160225,Bitcoin,14123.31,14139.71,14228.93,13985.95,2355237066,330.5338655,54.99265819,99.01544111,19.57188285,0
607,20160225,Ethereum,203.09,205.81,221.14,184.67,714302371,26.69328849,68.89188386,123.1828808,43.52991132,0
608,20160225,Monero,26.83,26.83,29.51,26.1,7816181,2.316793775,59.71371311,90.96529698,51.22486269,0
609,20160226,Bitcoin,14349.61,14099.81,14349.61,13999.89,2041642630,339.7478375,56.28347046,102.0683421,22.63694651,0
610,20160226,Ethereum,196.63,200.49,208.15,190.57,316339386,26.75291313,67.21074424,108.549033,43.52991132,0
611,20160226,Monero,27.02,26.77,27.38,26.28,2503517,2.274327077,59.9364312,76.4305135,51.22486269,0
612,20160227,Bitcoin,14399.42,14410.08,14456.42,14252.4,1394721731,347.0684385,56.56710151,105.7445777,25.32924046,0
613,20160227,Ethereum,213.93,198.52,217.29,197.11,296405667,27.87480788,69.28706248,118.9887513,46.76838724,0
614,20160227,Monero,27.62,27.31,28.62,26.85,3391856,2.263000439,60.64714605,81.29975362,54.46603856,0
615,20160228,Bitcoin,14432.22,14401.15,14504.76,14109.82,1765587953,351.4652804,56.75821541,95.64479507,19.39994112,0
616,20160228,Ethereum,215.34,213.25,220.37,207.69,327981465,28.54860223,69.45016755,119.9948626,47.84579415,0
617,20160228,Monero,28.98,27.59,29.59,26.74,4840657,2.336827141,62.21871485,85.2771296,56.86303519,0
618,20160229,Bitcoin,14588.44,14446.49,14715.43,14388.33,2022954351,363.3667915,57.67580444,106.16462,25.00392989,0
619,20160229,Ethereum,211.21,215.17,220.46,201.79,254908507,28.42170494,68.35029917,108.4937102,41.96213318,0
620,20160229,Monero,29.01,29.01,29.68,28.26,4539213,2.370431228,62.25311369,87.0488448,57.08709008,0
621,20160301,Bitcoin,14476.54,14569.5,14627.26,14383.25,2491783266,359.6239095,56.78295282,92.94717506,24.78029856,0
622,20160301,Ethereum,254.64,210.24,263.12,209.9,768473787,31.46289096,73.00154568,150.8447561,55.61460502,0
623,20160301,Monero,28.21,28.95,29.6,27.27,6807707,2.305928092,60.72784268,74.684743,48.045272,0
624,20160302,Bitcoin,14020.47,14388.91,14414.9,14020.47,2478621728,316.2115214,53.30383785,58.18855026,9.786817364,0
625,20160302,Ethereum,279.93,252.41,289.46,243.75,963277454,35.5044708,75.19728708,181.5991544,61.57972201,0
626,20160302,Monero,27.37,27.99,28.75,27.14,4222420,2.162104517,59.15357179,63.30706913,46.85871977,0
627,20160303,Bitcoin,13933.46,14008.17,14056.45,13859.44,3320493780,271.6544479,52.66696893,36.81712307,3.865028022,0
628,20160303,Ethereum,307.13,278.98,333.67,275.33,1332205871,40.43614174,77.25537708,215.7851907,69.04406024,0
629,20160303,Monero,36.02,27.22,37.73,27.03,25848989,2.714811351,67.99256122,138.1890255,66.61600605,0
630,20160304,Bitcoin,13515.78,13874.19,13984.1,13515.78,2988256997,200.3300804,49.71714866,7.737789766,7.515387717,0
631,20160304,Ethereum,342.25,303.92,342.25,278.89,1168256089,46.64077097,79.52473768,216.6360688,70.24340624,0
632,20160304,Monero,36.16,36,40.98,34.06,27056498,3.12807384,68.10810963,180.050223,70.8139896,0
633,20160305,Bitcoin,13016.52,13348.33,13363.8,12804.17,4399335315,102.3391932,46.49691268,-53.58639109,25.56750393,0
634,20160305,Ethereum,357.57,336.98,398.84,324.07,1834004802,52.19253711,80.40691348,242.1996182,76.62775994,0
635,20160305,Monero,39.05,35.77,44.58,35.77,37380298,3.646748739,70.39073063,212.1699608,74.59649016,0
636,20160306,Bitcoin,13248.44,13015.06,13384.92,12860.81,2963950058,42.90018824,48.11195346,-45.40057382,24.79469819,0
637,20160306,Ethereum,369.89,364.07,384.61,324.74,1270944440,56.93021663,81.08488259,212.6044715,76.62775994,0
638,20160306,Monero,39.09,38.84,40.88,34.16,29655587,4.014750454,70.42104313,180.8635527,64.41011048,0
639,20160307,Bitcoin,13472.48,13259.03,13524.37,13211.95,2788735961,13.71441298,49.63136509,-25.14070685,19.5994011,0
640,20160307,Ethereum,310.62,371.63,378.88,302.72,1108345197,55.26520554,69.17274884,158.3006917,61.24529974,0
641,20160307,Monero,34.83,39.23,39.76,32.51,16737475,3.917489685,63.28337117,139.7105001,54.53305474,0
642,20160308,Bitcoin,13497.14,13513.22,13571.19,13403.31,2292442536,-7.341045286,49.7987489,-20.21821251,17.83872738,0
643,20160308,Ethereum,321.06,312.42,331.47,287.43,832194277,54.16372722,69.97646071,123.6951656,51.45482357,0
644,20160308,Monero,38.69,35.2,38.92,33.31,11073199,4.104564698,66.46904304,147.9319518,54.53305474,0
645,20160309,Bitcoin,13619.85,13588.14,13658.33,13513.02,2298503940,-13.9649964,50.64307743,-13.09555639,14.485596,0
646,20160309,Ethereum,390.61,321.49,395.76,317.5,904154615,58.23164301,74.54929348,164.1007244,61.86277913,0
647,20160309,Monero,40.79,38.95,43.2,35.99,27120206,4.371879142,68.03015489,175.1366535,61.40550443,0
648,20160310,Bitcoin,13706.93,13628.49,13719.44,13579.43,2662412363,-12.04900372,51.2450509,-9.776968515,12.09445558,0
649,20160310,Ethereum,371.48,390.43,402.18,361.17,882340290,59.22910823,71.45270701,153.3006628,62.71606852,0
650,20160310,Monero,35.98,40.98,43.16,35.12,14384136,4.147787847,61.27100447,132.5065461,56.27289028,0
651,20160311,Bitcoin,13865.17,13718.79,13938.69,13711.39,2432123604,2.212574628,52.33780989,7.614490227,3.781327565,0
652,20160311,Ethereum,364.4,368.97,381.4,341.74,690568776,58.77083619,70.33417702,123.1614129,51.73287919,0
653,20160311,Monero,36.08,36.05,37.49,35.48,4437057,3.932926715,61.35358508,97.2012985,56.27289028,0
654,20160312,Bitcoin,13441.58,13767.51,13773.72,13391.62,3027539619,-20.4296939,49.27921379,-42.67474825,13.75337337,0
655,20160312,Ethereum,441.93,363.47,441.93,362.07,1598700632,63.92676708,74.80251422,152.7943751,60.59122337,0
656,20160312,Monero,37.7,35.85,38.98,34.48,10848481,3.848999313,62.68692571,97.01152297,58.834695,0
657,20160313,Bitcoin,13521.29,13442.37,13604.2,13442.17,2427011034,-31.57791347,49.84973291,-52.88555685,13.75337337,0
658,20160313,Ethereum,472.68,441.18,498.22,439.78,1434047591,69.69079526,76.26908369,174.9404705,66.67171143,0
659,20160313,Monero,40.64,37.65,40.81,36.83,9017090,3.9739109,64.9567481,117.8171767,61.7748672,0
660,20160314,Bitcoin,13596.7,13523.66,13604.73,13523.66,3110219410,-33.93679873,50.3957951,-51.44150628,13.7310495,0
661,20160314,Ethereum,406.58,473.82,490.17,378.16,1906273515,68.13964038,67.52900438,125.8834444,41.18130201,0
662,20160314,Monero,36.44,40.46,40.61,36.3,6394241,3.691446635,59.59885577,87.25552069,58.27507362,0
663,20160315,Bitcoin,13619.92,13605.48,13662.43,13559.63,2182092048,-33.54587637,50.56724616,-48.16115296,11.19159286,0
664,20160315,Ethereum,425.1,424.83,431.24,393.63,928117038,67.62520683,68.57284616,109.8569073,41.18130201,0
665,20160315,Monero,37.37,36.53,38.54,36.07,7243655,3.502262989,60.3480445,74.95562298,56.70245705,0
666,20160316,Bitcoin,13703.82,13699.77,13726,13667.7,2142135760,-26.16443149,51.19774544,-36.61136865,8.342537724,0
667,20160316,Ethereum,411.46,427.92,451.22,410.62,799713201,65.36341184,66.93346838,106.5429398,44.33553752,0
668,20160316,Monero,37.7,37.41,39.32,36.95,5135706,3.340455142,60.61612808,77.6089343,58.2078019,0
669,20160317,Bitcoin,13665.98,13577.21,13678.19,13577.21,2713844214,-23.10165352,50.89487543,-49.76547016,11.78205817,0
670,20160317,Ethereum,360.04,408.03,410.79,339.28,1353227994,58.74458783,61.22527626,63.30139347,19.81212992,0
671,20160317,Monero,42.28,37.24,43.62,34.28,16589719,3.540970872,64.10082403,96.34624323,65.31436947,0
672,20160318,Bitcoin,13244.78,13600.49,13600.49,13134.47,3393759600,-54.03877444,47.64908495,-101.7624145,26.25549306,0
673,20160318,Ethereum,355.68,359.27,361.52,275.68,1744962912,52.54163926,60.77067879,31.79711509,3.115818292,0
674,20160318,Monero,37.09,42.38,43.16,35.9,13220139,3.243700053,58.07695583,74.61483961,65.31436947,0
675,20160319,Bitcoin,13263.91,13225.81,13281.36,13160.05,1887997668,-76.13539311,47.80547935,-108.9179167,26.25549306,0
676,20160319,Ethereum,340.31,362.06,362.06,315.94,863990881,45.85691731,59.16854857,34.77640451,3.238202117,0
677,20160319,Monero,39.05,37.07,40.67,36.55,8823334,3.130183598,59.56158485,70.96112661,65.31436947,0
678,20160320,Bitcoin,13370.91,13262.52,13399.02,13262.52,1484852336,-84.0443064,48.69237174,-84.04838942,20.26370104,0
679,20160320,Ethereum,333.49,339.84,352.37,309.28,570412948,39.55296801,58.46108456,25.45159404,1.547050191,0
680,20160320,Monero,49.01,38.92,49.33,38.64,31662441,3.800104512,65.90819293,148.634773,75.5445095,0
681,20160321,Bitcoin,13346.1,13349.68,13349.68,13251.61,1990914521,-91.26212386,48.49471725,-84.03495187,20.63702339,0
682,20160321,Ethereum,383.1,332.72,387.97,328.13,922637827,38.12072312,61.89002696,51.19996798,9.973631014,0
683,20160321,Monero,48.16,49.22,49.59,43.88,26467447,4.213859022,65.00746501,156.7102269,75.77382635,0
684,20160322,Bitcoin,13508.46,13348.29,13517.7,13328.88,2158737723,-82.92528997,49.87224252,-57.44258687,12.00402831,0
685,20160322,Ethereum,364.29,383.82,388.53,361.13,637485993,35.06365694,59.94900763,52.49499879,10.10301172,0
686,20160322,Monero,44.84,47.84,49.41,43.36,19427874,4.225161171,61.60560182,133.9999972,72.31931023,0
687,20160323,Bitcoin,13523.63,13527.51,13563.32,13501.73,1987719870,-74.23842251,50.00149374,-40.15239793,9.725027003,0
688,20160323,Ethereum,401.68,366.46,402.19,363.52,626076020,35.25161179,62.37545235,66.37236601,13.35010093,0
689,20160323,Monero,47.07,43.68,47.35,43.28,14232932,4.363757884,62.95270288,129.8701484,71.76415314,0
690,20160324,Bitcoin,13523.64,13589.58,13597.89,13494.15,2219764253,-66.58565259,50.00158165,-35.93748837,7.945827755,0
691,20160324,Ethereum,364.89,404.1,406.03,350.88,847084700,32.06232734,58.75235519,48.15463338,9.440023774,0
692,20160324,Monero,55.27,47.24,56.09,45.27,40001853,5.076746672,67.31498055,202.6827972,79.48336829,0
693,20160325,Bitcoin,13554.08,13532.34,13583.42,13501.48,1707674400,-57.40281972,50.27689004,-32.21989239,7.945827755,0
694,20160325,Ethereum,349.05,365.85,369.51,342.03,447777180,27.93462783,57.27069912,22.37572772,6.685610173,0
695,20160325,Monero,52.07,54.97,56.76,51.28,24131590,5.322230803,64.26034626,204.6048245,79.93292397,0
696,20160326,Bitcoin,13586.56,13567.7,13620.43,13531.75,1451495203,-46.9631322,50.57727934,-22.72141862,5.846204961,0
697,20160326,Ethereum,356.74,350.04,363.47,344.23,306403504,24.99577916,57.80511135,19.59578429,6.685610173,0
698,20160326,Monero,55.2,52.09,56.13,51.45,16434940,5.703596082,65.82933058,195.4162123,79.93292397,0
699,20160327,Bitcoin,13873.28,13592.9,13939.33,13578.95,2315525335,-15.37644674,53.16130143,30.77568947,10.23572215,0
700,20160327,Ethereum,338.71,357.14,359.35,328.72,544339958,20.97011964,56.10322304,-2.593098628,1.566444959,0
701,20160327,Monero,49.77,54.94,55.98,46.37,31913136,5.504225903,61.02169771,137.6867013,51.22413695,0
702,20160328,Bitcoin,13778.17,13853.43,13863.46,13747.71,2225483498,1.959064048,52.224314,38.44691604,10.23572215,0
703,20160328,Ethereum,378.88,338.79,385.23,338.01,753109607,20.78158158,58.89264195,28.21704973,9.326912303,0
704,20160328,Monero,48.38,49.84,50.78,45.51,19200441,5.174414784,59.86394602,98.51504956,46.98027075,0
705,20160329,Bitcoin,13536.77,13789.88,13851.6,13412.13,2450873880,-3.738288625,49.91438705,-6.833770347,6.792940685,0
706,20160329,Ethereum,378.83,381.96,387.19,368.87,574736500,20.39305082,58.8878236,41.56363759,9.901975361,0
707,20160329,Monero,48.46,48.39,49.77,47.42,10547160,4.863429836,59.90923306,92.43274199,46.98027075,0
708,20160330,Bitcoin,13420.54,13485.83,13485.83,13345.48,2136401237,-17.43133373,48.8384385,-57.68692727,9.752725053,0
709,20160330,Ethereum,386.71,375.47,394.01,371.06,626069374,20.48485093,59.42899181,47.50076991,11.97841004,0
710,20160330,Monero,46.77,48,49.07,45.63,10484378,4.429542143,58.46753591,69.14966452,37.78380982,0
711,20160331,Bitcoin,13402,13354.66,13454.75,13354.66,1936520832,-29.43982965,48.66533724,-58.13910929,9.752725053,0
712,20160331,Ethereum,366.74,383.34,386.3,363.91,481329072,18.73028008,57.44654818,17.14468843,9.15906535,0
713,20160331,Monero,45.04,46.22,46.84,44.62,6363660,3.901116833,57.01459165,44.36470199,32.77304921,0
714,20160401,Bitcoin,13456.22,13417.59,13463.08,13387.68,1649533362,-34.1874566,49.20995291,-39.66067241,9.257236397,0
715,20160401,Ethereum,375.51,367.04,381.52,367.04,366156955,17.84176695,58.08180573,16.368624,9.15906535,0
716,20160401,Monero,47.05,45.38,47.64,45.38,11384055,3.602993107,58.26124822,53.2945519,34.78126396,0
717,20160402,Bitcoin,13584.1,13504.99,13623.09,13504.99,1474406411,-27.31625313,50.49147407,27.80566109,0.011768492,0
718,20160402,Ethereum,374.37,375.39,377.27,367.91,280240243,16.85137328,57.96544332,7.147287582,9.15906535,0
719,20160402,Monero,49.98,47.18,50.81,47.09,14165969,3.56209283,60.01016909,80.05385662,42.10661818,0
720,20160403,Bitcoin,13585.1,13593.78,13606.92,13546.14,1228221221,-21.54176321,50.50157728,34.00063809,0.011768492,0
721,20160403,Ethereum,374.99,375.32,377.84,371.45,180117832,15.93284408,58.01276933,6.976609006,9.381238668,0
722,20160403,Monero,49.81,49.38,51.12,47.66,8231897,3.47589355,59.85962309,77.48044115,42.77848276,0
723,20160404,Bitcoin,13603.37,13598.69,13632.39,13543.88,1634373935,-15.31466411,50.69175538,36.50847339,1.531233177,0
724,20160404,Ethereum,360.14,374.93,374.93,355.58,309838781,13.84701244,56.43833103,-26.79715559,1.959530044,0
725,20160404,Monero,51.53,50.07,51.53,48.46,9560970,3.505955156,60.88662779,83.84749926,43.7021813,0
726,20160405,Bitcoin,13729.24,13631.69,13736.59,13618.64,1965927404,-0.220444998,52.00596121,89.59990611,7.667427829,0
727,20160405,Ethereum,337.96,363.04,363.04,328.14,665604259,10.28566843,54.166926,-84.43533748,9.402319127,0
728,20160405,Monero,49.26,51.1,51.11,46.99,13096415,3.308471171,58.8315789,62.73251475,35.32957302,0
729,20160406,Bitcoin,13724.09,13752.32,13760.19,13701.92,1915316583,11.19719613,51.94735878,102.8248509,9.039762994,0
730,20160406,Ethereum,346.35,338.71,355.57,333.12,550927002,8.047513796,54.877545,-81.63984028,9.402319127,0
731,20160406,Monero,49.01,49.21,50.81,47.2,8226517,3.096100855,58.60621657,57.99656174,35.32957302,0
732,20160407,Bitcoin,13701.59,13729.95,13731.15,13629.41,1875255085,18.22016629,51.68413915,73.49388968,3.96470754,0
733,20160407,Ethereum,326.37,346.64,350.35,322.61,436397910,4.608418137,52.85857413,-122.1462326,13.61543447,0
734,20160407,Monero,48.63,48.87,50.77,48.5,9496520,2.864117265,58.25532471,58.8319097,35.32957302,0
735,20160408,Bitcoin,13615.1,13697.96,13777.44,13591.98,2055297733,16.61536893,50.66330554,56.13409663,6.921086943,0
736,20160408,Ethereum,314.82,326.41,336.45,312.74,474856834,0.940084869,51.72066075,-144.1271639,17.46831135,0
737,20160408,Monero,40.1,48.85,49.98,37.07,17359680,1.969268387,51.14453926,-37.3714192,12.8801413,0
738,20160409,Bitcoin,13595.21,13640.59,13643.18,13501.33,1614030371,13.58203347,50.42636059,10.98631548,0.447951243,0
739,20160409,Ethereum,296.62,314.24,327.03,293.94,524954442,-3.396530474,49.96721801,-168.22108,24.3393652,0
740,20160409,Monero,36.6,40.73,44.53,36.6,30373147,0.966531876,48.62520572,-82.48331759,14.22329748,0
741,20160410,Bitcoin,13665,13601.08,13693.23,13590.22,2381808819,16.61800102,51.25387524,58.60522622,3.882378567,0
742,20160410,Ethereum,289.67,296.59,299.02,241.67,1381313361,-7.309872629,49.30687186,-212.9706164,39.34702773,0
743,20160410,Monero,35.52,37.05,38.07,29.88,41176775,0.083743649,47.87245519,-146.0755032,30.58101563,0
744,20160411,Bitcoin,13701.55,13681.73,13709.85,13638.31,1645792173,21.72289867,51.69076562,74.65174924,5.045196449,0
745,20160411,Ethereum,280.33,290.02,290.15,259.55,490943721,-11.03764927,48.41731743,-190.1109893,39.34702773,0
746,20160411,Monero,33.16,36.32,36.65,31.98,9985635,-0.797116001,46.25382091,-148.3246283,30.58101563,0
747,20160412,Bitcoin,13768.08,13692.08,13835.66,13692.08,2290269273,30.78214442,52.49253168,115.7955291,13.51187387,0
748,20160412,Ethereum,240.99,279.75,279.75,231.66,750918628,-16.97072042,44.88863771,-227.1007211,45.89092658,0
749,20160412,Monero,30.96,33.1,33.21,28.36,19660383,-1.653662838,44.79329268,-173.3595936,37.87382226,0
750,20160413,Bitcoin,13697.2,13758.55,13791.72,13670.76,2232377430,31.8748054,51.54961699,83.61237481,11.70755065,0
751,20160413,Ethereum,260.04,240.54,281.87,228.51,1015111673,-19.90608135,46.82980796,-191.6081092,46.58668704,0
752,20160413,Monero,33.3,30.53,34.5,29.81,13310885,-2.119234715,46.64698537,-143.9038499,32.5686192,0
753,20160414,Bitcoin,13738.25,13727.02,13773.51,13697.16,1466198780,35.64227705,52.06548187,88.17361254,11.70755065,0
754,20160414,Ethereum,271.58,261.47,283.55,259.74,440066866,-21.05844583,47.97807523,-147.411478,45.51990799,0
755,20160414,Monero,32.59,33.33,34.4,31.61,6444883,-2.51648636,46.1604863,-133.5881718,32.5686192,0
756,20160415,Bitcoin,13918.83,13747.62,13925.8,13747.62,1775075387,52.59306222,54.2807076,149.6633833,21.84732871,0
757,20160415,Ethereum,266.99,271.63,279.09,262.28,394489989,-22.08746705,47.55549845,-138.2959447,45.51990799,0
758,20160415,Monero,32.07,32.61,33.08,30.91,11855365,-2.840526978,45.79859442,-135.1795833,34.13998658,0
759,20160416,Bitcoin,13905.32,13873.13,13971.62,13854.04,1272190476,64.19651997,54.08725547,158.1182082,24.6311674,0
